timestamps,x,y,z,Unnamed: 4,Unnamed: 5,Unnamed: 6
2019-08-06 10:25:57.160,-0.9556,0.1321,-0.2825,0,0,31.1
2019-08-06 10:25:57.180,-0.9517,0.0458,-0.2268,0,0,31.1
2019-08-06 10:25:57.200,-0.7779,0.2301,-0.012,0,0,31.1
2019-08-06 10:25:57.220,-0.7068,0.0811,-0.2427,0,0,31.1
2019-08-06 10:25:57.240,-1.5085,0.2262,0.3101,0,0,31.1
2019-08-06 10:25:57.260,-1.078,0.2144,-0.191,0,0,31.1
2019-08-06 10:25:57.280,-0.924,0.2105,-0.2268,0,0,31.1
2019-08-06 10:25:57.300,-0.9003,0.23399999999999999,-0.187,0,0,31.1
2019-08-06 10:25:57.320,-0.8964,0.23399999999999999,-0.2109,0,0,31.1
2019-08-06 10:25:57.340,-0.9279999999999999,0.2458,-0.1751,0,0,31.1
2019-08-06 10:25:57.360,0.628,0.2732,-0.3898,0,0,31.1
2019-08-06 10:25:57.380,-1.082,0.2654,-0.3381,0,0,31.1
2019-08-06 10:25:57.400,-0.8806,0.3986,-0.191,0,0,31.1
2019-08-06 10:25:57.420,-0.9398,0.4418,-0.2308,0,0,31.1
2019-08-06 10:25:57.440,-0.9912,0.379,-0.191,0,0,31.1
2019-08-06 10:25:57.460,-0.8845,0.1987,-0.2904,0,0,31.1
2019-08-06 10:25:57.480,-0.9675,0.085,-0.2984,0,0,31.1
2019-08-06 10:25:57.500,-1.4414,0.2144,0.1033,0,0,31.1
